Form/Shape,colony Color,Colony margin,Gram’s Staining,Cell shape
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
Circular,Creamy,Regular,"Gram +ve,",Cocci
